id,language,text,asset_path,type,duration_ms,sample_rate,channels,peak_db,loudness,status,used_by,notes
vi_rime_aau,vi,bâu,assets/audio/vi/rimes/aau.wav,content,425,22050,1,-3.46,-16.93,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_aay,vi,bây,assets/audio/vi/rimes/aay.wav,content,390,22050,1,-3.46,-17.29,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_em,vi,bem,assets/audio/vi/rimes/em.wav,content,448,22050,1,-3.46,-17.31,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_en,vi,ben,assets/audio/vi/rimes/en.wav,content,483,22050,1,-3.46,-17.9,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_eng,vi,beng,assets/audio/vi/rimes/eng.wav,content,448,22050,1,-3.46,-18.75,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_eet,vi,bêt,assets/audio/vi/rimes/eet.wav,content,482,22050,1,-3.46,-18.35,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_eech,vi,bêch,assets/audio/vi/rimes/eech.wav,content,437,22050,1,-3.46,-19.13,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_eeu,vi,bêu,assets/audio/vi/rimes/eeu.wav,content,425,22050,1,-3.46,-16.91,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_een,vi,bên,assets/audio/vi/rimes/een.wav,content,414,22050,1,-3.46,-18.12,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_im,vi,bim,assets/audio/vi/rimes/im.wav,content,437,22050,1,-3.46,-16.32,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_in,vi,bin,assets/audio/vi/rimes/in.wav,content,437,22050,1,-3.46,-16.43,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_inh,vi,binh,assets/audio/vi/rimes/inh.wav,content,367,22050,1,-3.46,-17.76,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_ich,vi,bich,assets/audio/vi/rimes/ich.wav,content,390,22050,1,-3.46,-20.16,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_ip,vi,bip,assets/audio/vi/rimes/ip.wav,content,367,22050,1,-3.46,-18.88,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_it,vi,bit,assets/audio/vi/rimes/it.wav,content,379,22050,1,-3.46,-17.61,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_ong,vi,bong,assets/audio/vi/rimes/ong.wav,content,414,22050,1,-3.46,-18.42,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_oc,vi,boc,assets/audio/vi/rimes/oc.wav,content,379,22050,1,-3.46,-17.68,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_ot,vi,bot,assets/audio/vi/rimes/ot.wav,content,437,22050,1,-3.46,-20.21,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_om,vi,bom,assets/audio/vi/rimes/om.wav,content,414,22050,1,-3.46,-19.16,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_op,vi,bop,assets/audio/vi/rimes/op.wav,content,414,22050,1,-3.46,-17.23,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_oi,vi,boi,assets/audio/vi/rimes/oi.wav,content,390,22050,1,-3.46,-17.43,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_oong,vi,bông,assets/audio/vi/rimes/oong.wav,content,425,22050,1,-3.46,-17.51,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_ooc,vi,bôc,assets/audio/vi/rimes/ooc.wav,content,414,22050,1,-3.46,-16.63,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_oot,vi,bôt,assets/audio/vi/rimes/oot.wav,content,402,22050,1,-3.46,-18.86,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_oom,vi,bôm,assets/audio/vi/rimes/oom.wav,content,390,22050,1,-3.46,-18.8,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_ung,vi,bung,assets/audio/vi/rimes/ung.wav,content,436,22050,1,-3.46,-17.99,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_uc,vi,buc,assets/audio/vi/rimes/uc.wav,content,414,22050,1,-3.46,-17.5,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_ut,vi,but,assets/audio/vi/rimes/ut.wav,content,390,22050,1,-3.46,-17.67,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_um,vi,bum,assets/audio/vi/rimes/um.wav,content,414,22050,1,-3.46,-17.41,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_ui,vi,bui,assets/audio/vi/rimes/ui.wav,content,448,22050,1,-3.46,-15.93,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_uwng,vi,bưng,assets/audio/vi/rimes/uwng.wav,content,379,22050,1,-3.46,-16.85,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_uwt,vi,bưt,assets/audio/vi/rimes/uwt.wav,content,390,22050,1,-3.46,-20.56,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_uwu,vi,bưu,assets/audio/vi/rimes/uwu.wav,content,437,22050,1,-3.46,-18.21,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_uwown,vi,bươn,assets/audio/vi/rimes/uwown.wav,content,425,22050,1,-3.46,-16.38,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_uwowng,vi,bương,assets/audio/vi/rimes/uwowng.wav,content,414,22050,1,-3.46,-16.88,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_uwowm,vi,bươm,assets/audio/vi/rimes/uwowm.wav,content,437,22050,1,-3.46,-17.41,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_uwowst,vi,bướt,assets/audio/vi/rimes/uwowst.wav,content,437,22050,1,-3.46,-17.19,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_uwowsc,vi,bước,assets/audio/vi/rimes/uwowsc.wav,content,448,22050,1,-3.46,-18.36,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_ieen,vi,biên,assets/audio/vi/rimes/ieen.wav,content,460,22050,1,-3.46,-16.2,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_ieeng,vi,biêng,assets/audio/vi/rimes/ieeng.wav,content,506,22050,1,-3.46,-18.08,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_ieet,vi,biêt,assets/audio/vi/rimes/ieet.wav,content,424,22050,1,-3.46,-19.05,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_ieeu,vi,biêu,assets/audio/vi/rimes/ieeu.wav,content,402,22050,1,-3.46,-17.46,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_uyeen,vi,buyên,assets/audio/vi/rimes/uyeen.wav,content,530,22050,1,-3.46,-15.54,VALID,assets/content/vietnamese/rimes.json,ok
vi_rime_uyeest,vi,buyết,assets/audio/vi/rimes/uyeest.wav,content,818,22050,1,-3.46,-17.39,VALID,assets/content/vietnamese/rimes.json,ok
vi_word_ba,vi,ba,assets/audio/vi/words/ba.wav,content,414,22050,1,-3.46,-18.75,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_mej,vi,mẹ,assets/audio/vi/words/mej.wav,content,483,22050,1,-3.46,-17.36,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_bes,vi,bé,assets/audio/vi/words/bes.wav,content,460,22050,1,-3.46,-18.2,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_baf,vi,bà,assets/audio/vi/words/baf.wav,content,460,22050,1,-3.46,-17.11,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_boos,vi,bố,assets/audio/vi/words/boos.wav,content,414,22050,1,-3.46,-16.08,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_oong,vi,ông,assets/audio/vi/words/oong.wav,content,390,22050,1,-3.46,-18.34,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_anh,vi,anh,assets/audio/vi/words/anh.wav,content,425,22050,1,-3.46,-18.4,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_chij,vi,chị,assets/audio/vi/words/chij.wav,content,467,22050,1,-3.46,-17.17,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_cas,vi,cá,assets/audio/vi/words/cas.wav,content,437,22050,1,-3.46,-17.48,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_gaf,vi,gà,assets/audio/vi/words/gaf.wav,content,472,22050,1,-3.46,-16.06,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_bof,vi,bò,assets/audio/vi/words/bof.wav,content,414,22050,1,-3.46,-17.84,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_mefo,vi,mèo,assets/audio/vi/words/mefo.wav,content,518,22050,1,-3.46,-18.12,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_chos,vi,chó,assets/audio/vi/words/chos.wav,content,507,22050,1,-3.46,-17.33,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_heo,vi,heo,assets/audio/vi/words/heo.wav,content,507,22050,1,-3.46,-16.85,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_vijt,vi,vịt,assets/audio/vi/words/vijt.wav,content,425,22050,1,-3.46,-18.88,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_nguwja,vi,ngựa,assets/audio/vi/words/nguwja.wav,content,493,22050,1,-3.46,-17.6,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_voi,vi,voi,assets/audio/vi/words/voi.wav,content,379,22050,1,-3.46,-19.13,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_thor,vi,thỏ,assets/audio/vi/words/thor.wav,content,472,22050,1,-3.46,-18.5,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_chim,vi,chim,assets/audio/vi/words/chim.wav,content,495,22050,1,-3.46,-17.04,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_toom,vi,tôm,assets/audio/vi/words/toom.wav,content,460,22050,1,-3.46,-18.0,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_hoa,vi,hoa,assets/audio/vi/words/hoa.wav,content,472,22050,1,-3.46,-18.21,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_caay,vi,cây,assets/audio/vi/words/caay.wav,content,425,22050,1,-3.46,-16.9,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_las,vi,lá,assets/audio/vi/words/las.wav,content,506,22050,1,-3.46,-17.2,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_quar,vi,quả,assets/audio/vi/words/quar.wav,content,483,22050,1,-3.46,-18.37,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_nhaf,vi,nhà,assets/audio/vi/words/nhaf.wav,content,506,22050,1,-3.46,-17.47,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_xe,vi,xe,assets/audio/vi/words/xe.wav,content,402,22050,1,-3.46,-17.35,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_aso,vi,áo,assets/audio/vi/words/aso.wav,content,518,22050,1,-3.46,-17.85,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_mux,vi,mũ,assets/audio/vi/words/mux.wav,content,425,22050,1,-3.46,-18.46,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_cowm,vi,cơm,assets/audio/vi/words/cowm.wav,content,460,22050,1,-3.46,-16.85,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_suwxa,vi,sữa,assets/audio/vi/words/suwxa.wav,content,483,22050,1,-3.46,-19.3,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_basnh,vi,bánh,assets/audio/vi/words/basnh.wav,content,495,22050,1,-3.46,-17.32,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_kejo,vi,kẹo,assets/audio/vi/words/kejo.wav,content,460,22050,1,-3.46,-17.5,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_nuwowsc,vi,nước,assets/audio/vi/words/nuwowsc.wav,content,599,22050,1,-3.46,-16.45,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_traf,vi,trà,assets/audio/vi/words/traf.wav,content,541,22050,1,-3.46,-18.92,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_awn,vi,ăn,assets/audio/vi/words/awn.wav,content,402,22050,1,-3.46,-17.86,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_uoosng,vi,uống,assets/audio/vi/words/uoosng.wav,content,444,22050,1,-3.46,-18.93,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_ngur,vi,ngủ,assets/audio/vi/words/ngur.wav,content,472,22050,1,-3.46,-16.01,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_chowi,vi,chơi,assets/audio/vi/words/chowi.wav,content,495,22050,1,-3.46,-16.43,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_ddi,vi,đi,assets/audio/vi/words/ddi.wav,content,414,22050,1,-3.46,-14.5,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_chajy,vi,chạy,assets/audio/vi/words/chajy.wav,content,414,22050,1,-3.46,-20.59,VALID,assets/content/vietnamese/vocabulary.json|assets/content/vietnamese/words.json,ok
vi_word_nhary,vi,nhảy,assets/audio/vi/words/nhary.wav,content,437,22050,1,-3.46,-17.14,VALID,assets/content/vietnamese/words.json,ok
vi_word_hast,vi,hát,assets/audio/vi/words/hast.wav,content,459,22050,1,-3.46,-18.46,VALID,assets/content/vietnamese/words.json,ok
vi_word_ddor,vi,đỏ,assets/audio/vi/words/ddor.wav,content,460,22050,1,-3.46,-18.37,VALID,assets/content/vietnamese/words.json,ok
vi_word_xanh,vi,xanh,assets/audio/vi/words/xanh.wav,content,471,22050,1,-3.46,-17.26,VALID,assets/content/vietnamese/words.json,ok
vi_word_vafng,vi,vàng,assets/audio/vi/words/vafng.wav,content,518,22050,1,-3.46,-17.09,VALID,assets/content/vietnamese/words.json,ok
vi_word_tism,vi,tím,assets/audio/vi/words/tism.wav,content,483,22050,1,-3.46,-17.81,VALID,assets/content/vietnamese/words.json,ok
vi_word_moojt,vi,một,assets/audio/vi/words/moojt.wav,content,414,22050,1,-3.46,-18.86,VALID,assets/content/vietnamese/words.json,ok
vi_word_hai,vi,hai,assets/audio/vi/words/hai.wav,content,437,22050,1,-3.46,-17.9,VALID,assets/content/vietnamese/words.json,ok
vi_word_boosn,vi,bốn,assets/audio/vi/words/boosn.wav,content,483,22050,1,-3.46,-16.24,VALID,assets/content/vietnamese/words.json,ok
vi_word_nawm,vi,năm,assets/audio/vi/words/nawm.wav,content,460,22050,1,-3.46,-16.69,VALID,assets/content/vietnamese/words.json,ok
vi_word_tay,vi,tay,assets/audio/vi/words/tay.wav,content,436,22050,1,-3.46,-19.09,VALID,assets/content/vietnamese/words.json,ok
vi_word_chaan,vi,chân,assets/audio/vi/words/chaan.wav,content,448,22050,1,-3.46,-19.18,VALID,assets/content/vietnamese/words.json,ok
vi_word_mawst,vi,mắt,assets/audio/vi/words/mawst.wav,content,414,22050,1,-3.46,-19.32,VALID,assets/content/vietnamese/words.json,ok
vi_word_muxi,vi,mũi,assets/audio/vi/words/muxi.wav,content,471,22050,1,-3.46,-17.45,VALID,assets/content/vietnamese/words.json,ok
vi_word_mieejng,vi,miệng,assets/audio/vi/words/mieejng.wav,content,448,22050,1,-3.46,-16.91,VALID,assets/content/vietnamese/words.json,ok
vi_word_tosc,vi,tóc,assets/audio/vi/words/tosc.wav,content,414,22050,1,-3.46,-22.32,VALID,assets/content/vietnamese/words.json,ok
vi_word_tai,vi,tai,assets/audio/vi/words/tai.wav,content,483,22050,1,-3.46,-16.91,VALID,assets/content/vietnamese/words.json,ok
vi_word_bust,vi,bút,assets/audio/vi/words/bust.wav,content,413,22050,1,-3.46,-19.96,VALID,assets/content/vietnamese/words.json,ok
vi_word_sasch,vi,sách,assets/audio/vi/words/sasch.wav,content,448,22050,1,-3.46,-16.46,VALID,assets/content/vietnamese/words.json,ok
vi_word_barng,vi,bảng,assets/audio/vi/words/barng.wav,content,483,22050,1,-3.46,-18.47,VALID,assets/content/vietnamese/words.json,ok
vi_word_cawjp,vi,cặp,assets/audio/vi/words/cawjp.wav,content,390,22050,1,-3.46,-20.74,VALID,assets/content/vietnamese/words.json,ok
vi_word_truwowfng,vi,trường,assets/audio/vi/words/truwowfng.wav,content,530,22050,1,-3.46,-19.65,VALID,assets/content/vietnamese/words.json,ok
vi_word_coo,vi,cô,assets/audio/vi/words/coo.wav,content,390,22050,1,-3.46,-15.99,VALID,assets/content/vietnamese/words.json,ok
vi_word_bajn,vi,bạn,assets/audio/vi/words/bajn.wav,content,448,22050,1,-3.46,-18.09,VALID,assets/content/vietnamese/words.json,ok
vi_word_muwa,vi,mưa,assets/audio/vi/words/muwa.wav,content,460,22050,1,-3.46,-15.77,VALID,assets/content/vietnamese/words.json,ok
vi_word_nawsng,vi,nắng,assets/audio/vi/words/nawsng.wav,content,504,22050,1,-3.46,-17.72,VALID,assets/content/vietnamese/words.json,ok
vi_word_gios,vi,gió,assets/audio/vi/words/gios.wav,content,379,22050,1,-3.46,-17.03,VALID,assets/content/vietnamese/words.json,ok
vi_word_maay,vi,mây,assets/audio/vi/words/maay.wav,content,437,22050,1,-3.46,-17.15,VALID,assets/content/vietnamese/words.json,ok
vi_word_sao,vi,sao,assets/audio/vi/words/sao.wav,content,507,22050,1,-3.46,-16.88,VALID,assets/content/vietnamese/words.json,ok
vi_word_trawng,vi,trăng,assets/audio/vi/words/trawng.wav,content,425,22050,1,-3.46,-18.37,VALID,assets/content/vietnamese/words.json,ok
vi_word_trowfi,vi,trời,assets/audio/vi/words/trowfi.wav,content,495,22050,1,-3.46,-17.68,VALID,assets/content/vietnamese/words.json,ok
vi_word_bafn,vi,bàn,assets/audio/vi/words/bafn.wav,content,495,22050,1,-3.46,-16.5,VALID,assets/content/vietnamese/words.json,ok
vi_word_ghees,vi,ghế,assets/audio/vi/words/ghees.wav,content,448,22050,1,-3.46,-16.07,VALID,assets/content/vietnamese/words.json,ok
vi_word_cuwra,vi,cửa,assets/audio/vi/words/cuwra.wav,content,529,22050,1,-3.46,-18.27,VALID,assets/content/vietnamese/words.json,ok
vi_word_ddefn,vi,đèn,assets/audio/vi/words/ddefn.wav,content,460,22050,1,-3.46,-17.69,VALID,assets/content/vietnamese/words.json,ok
vi_word_chesn,vi,chén,assets/audio/vi/words/chesn.wav,content,495,22050,1,-3.46,-18.51,VALID,assets/content/vietnamese/words.json,ok
vi_word_dduxa,vi,đũa,assets/audio/vi/words/dduxa.wav,content,507,22050,1,-3.46,-18.32,VALID,assets/content/vietnamese/words.json,ok
vi_word_thifa,vi,thìa,assets/audio/vi/words/thifa.wav,content,507,22050,1,-3.46,-17.13,VALID,assets/content/vietnamese/words.json,ok
vi_word_noofi,vi,nồi,assets/audio/vi/words/noofi.wav,content,489,22050,1,-3.46,-16.36,VALID,assets/content/vietnamese/words.json,ok
vi_word_bosng,vi,bóng,assets/audio/vi/words/bosng.wav,content,460,22050,1,-3.46,-18.67,VALID,assets/content/vietnamese/words.json,ok
vi_word_gaasu,vi,gấu,assets/audio/vi/words/gaasu.wav,content,472,22050,1,-3.46,-16.86,VALID,assets/content/vietnamese/words.json,ok
vi_word_busp,vi,búp,assets/audio/vi/words/busp.wav,content,412,22050,1,-3.46,-17.09,VALID,assets/content/vietnamese/words.json,ok
vi_word_taso,vi,táo,assets/audio/vi/words/taso.wav,content,529,22050,1,-3.46,-18.04,VALID,assets/content/vietnamese/words.json,ok
vi_word_chuoosi,vi,chuối,assets/audio/vi/words/chuoosi.wav,content,472,22050,1,-3.46,-15.53,VALID,assets/content/vietnamese/words.json,ok
vi_word_cam,vi,cam,assets/audio/vi/words/cam.wav,content,425,22050,1,-3.46,-19.37,VALID,assets/content/vietnamese/words.json,ok
vi_word_nho,vi,nho,assets/audio/vi/words/nho.wav,content,425,22050,1,-3.46,-16.23,VALID,assets/content/vietnamese/words.json,ok
vi_word_duwa,vi,dưa,assets/audio/vi/words/duwa.wav,content,379,22050,1,-3.46,-17.29,VALID,assets/content/vietnamese/words.json,ok
vi_word_xoafi,vi,xoài,assets/audio/vi/words/xoafi.wav,content,576,22050,1,-3.46,-16.72,VALID,assets/content/vietnamese/words.json,ok
vi_word_daau,vi,dâu,assets/audio/vi/words/daau.wav,content,337,22050,1,-3.46,-16.45,VALID,assets/content/vietnamese/words.json,ok
vi_word_phowr,vi,phở,assets/audio/vi/words/phowr.wav,content,383,22050,1,-3.46,-16.78,VALID,assets/content/vietnamese/words.json,ok
vi_word_chaso,vi,cháo,assets/audio/vi/words/chaso.wav,content,292,22050,1,-1.37,-13.55,VALID,assets/content/vietnamese/words.json,ok
vi_word_basnh_mif,vi,bánh mì,assets/audio/vi/words/basnh_mif.wav,content,459,22050,1,-1.37,-13.23,VALID,assets/content/vietnamese/words.json,ok
vi_word_suwxa_chua,vi,sữa chua,assets/audio/vi/words/suwxa_chua.wav,content,481,22050,1,-1.37,-13.7,VALID,assets/content/vietnamese/words.json,ok
vi_word_kem,vi,kem,assets/audio/vi/words/kem.wav,content,314,22050,1,-3.46,-17.55,VALID,assets/content/vietnamese/words.json,ok
vi_word_yeeu,vi,yêu,assets/audio/vi/words/yeeu.wav,content,325,22050,1,-3.46,-17.22,VALID,assets/content/vietnamese/words.json,ok
vi_word_vui,vi,vui,assets/audio/vi/words/vui.wav,content,325,22050,1,-3.46,-15.34,VALID,assets/content/vietnamese/words.json,ok
vi_word_buoofn,vi,buồn,assets/audio/vi/words/buoofn.wav,content,295,22050,1,-1.37,-13.11,VALID,assets/content/vietnamese/words.json,ok
vi_word_khore,vi,khỏe,assets/audio/vi/words/khore.wav,content,401,22050,1,-3.46,-18.44,VALID,assets/content/vietnamese/words.json,ok
vi_word_to,vi,to,assets/audio/vi/words/to.wav,content,202,22050,1,-1.37,-13.65,VALID,assets/content/vietnamese/words.json,ok
vi_word_nhor,vi,nhỏ,assets/audio/vi/words/nhor.wav,content,337,22050,1,-3.46,-16.76,VALID,assets/content/vietnamese/words.json,ok
vi_word_cao,vi,cao,assets/audio/vi/words/cao.wav,content,372,22050,1,-3.46,-16.32,VALID,assets/content/vietnamese/words.json,ok
vi_word_thaasp,vi,thấp,assets/audio/vi/words/thaasp.wav,content,320,22050,1,-3.46,-17.63,VALID,assets/content/vietnamese/words.json,ok
vi_word_ngafy,vi,ngày,assets/audio/vi/words/ngafy.wav,content,402,22050,1,-3.46,-16.57,VALID,assets/content/vietnamese/words.json,ok
vi_word_ddeem,vi,đêm,assets/audio/vi/words/ddeem.wav,content,314,22050,1,-3.46,-15.93,VALID,assets/content/vietnamese/words.json,ok
vi_word_sasng,vi,sáng,assets/audio/vi/words/sasng.wav,content,295,22050,1,-1.37,-13.6,VALID,assets/content/vietnamese/words.json,ok
vi_word_toosi,vi,tối,assets/audio/vi/words/toosi.wav,content,314,22050,1,-3.46,-16.55,VALID,assets/content/vietnamese/words.json,ok
vi_word_em,vi,em,assets/audio/vi/words/em.wav,content,179,22050,1,-1.37,-12.76,VALID,assets/content/vietnamese/words.json,ok
vi_word_cujc,vi,cục,assets/audio/vi/words/cujc.wav,content,314,22050,1,-3.46,-15.99,VALID,assets/content/vietnamese/words.json,ok
vi_word_thuwowsc,vi,thước,assets/audio/vi/words/thuwowsc.wav,content,343,22050,1,-3.46,-16.7,VALID,assets/content/vietnamese/words.json,ok
vi_word_mafu,vi,màu,assets/audio/vi/words/mafu.wav,content,360,22050,1,-3.46,-17.2,VALID,assets/content/vietnamese/words.json,ok
vi_word_giaasy,vi,giấy,assets/audio/vi/words/giaasy.wav,content,320,22050,1,-3.46,-17.12,VALID,assets/content/vietnamese/words.json,ok
vi_word_keso,vi,kéo,assets/audio/vi/words/keso.wav,content,301,22050,1,-1.37,-12.95,VALID,assets/content/vietnamese/words.json,ok
vi_word_soong,vi,sông,assets/audio/vi/words/soong.wav,content,343,22050,1,-3.46,-16.91,VALID,assets/content/vietnamese/words.json,ok
vi_word_nusi,vi,núi,assets/audio/vi/words/nusi.wav,content,299,22050,1,-1.37,-11.81,VALID,assets/content/vietnamese/words.json,ok
vi_word_bieern,vi,biển,assets/audio/vi/words/bieern.wav,content,378,22050,1,-3.46,-17.61,VALID,assets/content/vietnamese/words.json,ok
vi_word_ruwfng,vi,rừng,assets/audio/vi/words/ruwfng.wav,content,355,22050,1,-3.46,-14.2,VALID,assets/content/vietnamese/words.json,ok
vi_word_masy_bay,vi,máy bay,assets/audio/vi/words/masy_bay.wav,content,353,22050,1,-1.37,-12.62,VALID,assets/content/vietnamese/words.json,ok
vi_word_tafu,vi,tàu,assets/audio/vi/words/tafu.wav,content,337,22050,1,-3.46,-15.49,VALID,assets/content/vietnamese/words.json,ok
vi_word_thuyeefn,vi,thuyền,assets/audio/vi/words/thuyeefn.wav,content,436,22050,1,-3.46,-17.47,VALID,assets/content/vietnamese/words.json,ok
vi_word_basc_six,vi,bác sĩ,assets/audio/vi/words/basc_six.wav,content,489,22050,1,-1.37,-16.3,VALID,assets/content/vietnamese/words.json,ok
vi_word_coong_an,vi,công an,assets/audio/vi/words/coong_an.wav,content,398,22050,1,-1.37,-12.72,VALID,assets/content/vietnamese/words.json,ok
vi_word_noong,vi,nông,assets/audio/vi/words/noong.wav,content,344,22050,1,-3.46,-18.62,VALID,assets/content/vietnamese/words.json,ok
vi_word_chowj,vi,chợ,assets/audio/vi/words/chowj.wav,content,348,22050,1,-3.46,-16.98,VALID,assets/content/vietnamese/words.json,ok
vi_word_coong_vieen,vi,công viên,assets/audio/vi/words/coong_vieen.wav,content,376,22050,1,-1.37,-14.66,VALID,assets/content/vietnamese/words.json,ok
vi_word_beejnh_vieejn,vi,bệnh viện,assets/audio/vi/words/beejnh_vieejn.wav,content,409,22050,1,-1.37,-14.99,VALID,assets/content/vietnamese/words.json,ok
vi_word_rawng,vi,răng,assets/audio/vi/words/rawng.wav,content,390,22050,1,-3.46,-17.27,VALID,assets/content/vietnamese/words.json,ok
vi_word_tim,vi,tim,assets/audio/vi/words/tim.wav,content,337,22050,1,-3.46,-16.2,VALID,assets/content/vietnamese/words.json,ok
vi_word_bujng,vi,bụng,assets/audio/vi/words/bujng.wav,content,402,22050,1,-3.46,-16.87,VALID,assets/content/vietnamese/words.json,ok
vi_word_cuwowfi,vi,cười,assets/audio/vi/words/cuwowfi.wav,content,413,22050,1,-3.46,-16.36,VALID,assets/content/vietnamese/words.json,ok
vi_word_khosc,vi,khóc,assets/audio/vi/words/khosc.wav,content,332,22050,1,-3.46,-19.17,VALID,assets/content/vietnamese/words.json,ok
